DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2017-0072-AUS,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Sir Ivan fire,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales states (Dunedoo, Uarbry, Pappinbarra, Dondingalong, Kempsey, Boggabri, Narrabri, Mudgee)",,Heat wave,No,No,No,,59000,Km2,,,,2017,2,9,2017,2,13,,2,27,114,143,,,15000,19196,20000,25595,78.14100176,"[{""adm2_code"":5016,""adm2_name"":""Port Macquarie-Hastings (A)""},{""adm2_code"":5028,""adm2_name"":""Kempsey (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":154632,""adm2_name"":""Mid-Western Regional (A)""},{""adm2_code"":154642,""adm2_name"":""Warrumbungle Shire (A)""}]","[{""gid_2"":""AUS.5.109_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Macquarie-Hastings""},{""gid_2"":""AUS.5.141_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Warrumbungle""},{""gid_2"":""AUS.5.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kempsey""},{""gid_2"":""AUS.5.90_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mid-Western Regional""},{""gid_2"":""AUS.5.97_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Narrabri""}]",2017-03-16,2025-12-20
2019-0028-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Townsville, Daintree, Giru (Queensland)",Heavy rains,,No,No,Yes,,,Km2,,,Daintree,2019,1,27,2019,2,9,3,,9900,,9900,,,635000,779138,2000000,2453978,81.50030941,"[{""adm2_code"":5152,""adm2_name"":""Burdekin (S)""},{""adm2_code"":154657,""adm2_name"":""Cairns (R)""},{""adm2_code"":154698,""adm2_name"":""Townsville (C)""}]","[{""gid_2"":""AUS.7.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Burdekin""},{""gid_2"":""AUS.7.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cairns""},{""gid_2"":""AUS.7.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Townsville""}]",2019-01-28,2025-12-20
2020-0053-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4873,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales,Heavy rains,Storm,No,No,No,,,Km2,,,,2020,2,4,2020,2,11,1,,,,,,,,,1200000,1454445,82.50568385,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2020-02-11,2025-12-20
2019-0545-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",GLIDE:WF-2019-000183,Currowan,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland; Victoria; South Australia, Western Australia",High temperatures and dry conditions,Heat wave|Pollution,No,No,Yes,,169967,Km2,,,,2019,9,1,2020,2,,32,24,1959,6900,8883,,,,,2000000,2453978,81.50030941,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":474,""adm1_name"":""South Australia""},{""adm1_code"":476,""adm1_name"":""Victoria""},{""adm1_code"":477,""adm1_name"":""Western Australia""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Western Australia""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""},{""gid_1"":""AUS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""South Australia""}]",2019-11-19,2025-12-20
2021-0169-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000025,,AUS,Australia,Australia and New Zealand,Oceania,"Greater Sidney, Hunter, Mid North Coast, Clearance Nambucca Regions (New South Wales); Queensland",Heavy rains,,No,No,No,,,Km2,,,,2021,3,18,2021,3,19,2,,18000,,18000,,,410000,474638,2100000,2431072,86.38165694,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2021-03-22,2025-12-20
2021-0334-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, New South Wales, Queensland, and South Australia",,,No,No,No,,,Km2,,,,2021,6,9,2021,6,11,2,,600,,600,,,317000,366976,330000,382026,86.38165694,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":474,""adm1_name"":""South Australia""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""},{""gid_1"":""AUS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""South Australia""}]",2021-06-23,2025-12-20
2009-0589-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales province,Tropical cyclone Laurence,,No,No,Yes,,149300,Km2,-31.17,151.75,Castlereagh,2009,12,25,2009,12,28,,,200,,200,,,,,,,68.39164268,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2010-01-04,2025-12-20
2008-0581-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Central Highlands, Isaac districts (Queensland province)",Heavy rain,Broken Dam/Burst bank,No,No,No,,105500,Km2,-21.56,147.03,,2008,11,20,2008,11,23,4,,1200,,1200,,,205000,298679,275000,400666,68.63567228,"[{""adm2_code"":154660,""adm2_name"":""Central Highlands (R)""},{""adm2_code"":154673,""adm2_name"":""Isaac (R)""}]","[{""gid_2"":""AUS.7.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Central Highlands""},{""gid_2"":""AUS.7.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Isaac""}]",2009-03-18,2025-12-20
2009-0230-AUS,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",,Flood,No,No,No,,130,Kph,-29.05,152.73,,2009,5,19,2009,5,28,1,,15000,,15000,,,,,60000,87730,68.39164268,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2010-01-15,2025-12-20
2008-0525-AUS,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane, Logan, Gold Coast, Sunshine Coast, Moreton Bay districts (Queensland province)",,Flood|Hail,No,No,Yes,,,Kph,-30.05,151.49,,2008,11,15,2008,11,21,1,,12000,,12000,,,380000,553648,450000,655636,68.63567228,"[{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""},{""adm2_code"":154667,""adm2_name"":""Gold Coast (C)""},{""adm2_code"":154677,""adm2_name"":""Logan (C)""},{""adm2_code"":154682,""adm2_name"":""Moreton Bay (R)""},{""adm2_code"":154693,""adm2_name"":""Sunshine Coast (R)""}]","[{""gid_2"":""AUS.7.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gold Coast""},{""gid_2"":""AUS.7.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Logan""},{""gid_2"":""AUS.7.44_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moreton Bay""},{""gid_2"":""AUS.7.62_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sunshine Coast""},{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2009-03-19,2025-12-20
2006-0660-AUS,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Blue mountains district, New South Wales province",,,No,No,Yes,,,Km2,,,,2006,11,16,2006,11,16,,,,,,,,,,,,64.26483222,"[{""adm2_code"":4959,""adm2_name"":""Blue Mountains (C)""}]","[{""gid_2"":""AUS.5.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Blue Mountains""}]",2006-12-04,2025-12-20
2006-0057-AUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, New South Wales, Tasmania provinces",,,No,No,No,,,Km2,,,,2006,1,,2006,4,,3,,,81,81,,,,,50000,77803,64.26483222,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":475,""adm1_name"":""Tasmania""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tasmania""}]",2007-01-03,2025-12-20
2005-0523-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2005-000106,,AUS,Australia,Australia and New Zealand,Oceania,"Coomera, Currumbin villages (Gold Coast district, Queensland province), Byron Bay area (Byron district, New South Wales province), Yamba area (Clarence Valley district, New South Wales province), Benora area (Tweed district, New South Wales province), Casino village (Richmond Valley district, New South Wales province), Kyogle, Lismore, Ballina districts (New South Wales province)",Heavy rains,Rain,No,No,No,,,Km2,,,,2005,6,30,2005,7,3,3,,3000,,3000,,,58000,93163,58000,93163,62.25647853,"[{""adm2_code"":4946,""adm2_name"":""Ballina (A)""},{""adm2_code"":4968,""adm2_name"":""Byron (A)""},{""adm2_code"":5032,""adm2_name"":""Kyogle (A)""},{""adm2_code"":5038,""adm2_name"":""Lismore (C)""},{""adm2_code"":5094,""adm2_name"":""Tweed (A)""},{""adm2_code"":154617,""adm2_name"":""Clarence Valley (A)""},{""adm2_code"":154636,""adm2_name"":""Richmond Valley (A)""},{""adm2_code"":154667,""adm2_name"":""Gold Coast (C)""}]","[{""gid_2"":""AUS.5.113_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Richmond Valley""},{""gid_2"":""AUS.5.129_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tweed""},{""gid_2"":""AUS.5.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Byron""},{""gid_2"":""AUS.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Clarence Valley""},{""gid_2"":""AUS.5.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ballina""},{""gid_2"":""AUS.5.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kyogle""},{""gid_2"":""AUS.5.82_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lismore""},{""gid_2"":""AUS.7.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gold Coast""}]",2006-02-27,2025-12-20
2004-0589-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,Brisbane district (Queensland province),,Flood|Hail,No,No,No,,,Kph,,,,2004,11,7,2004,11,7,2,,45,,45,,,,,10000,16608,60.21357973,"[{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""}]","[{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2004-11-22,2025-12-20
2003-0616-AUS,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,AUS,Australia,Australia and New Zealand,Oceania,Gladstone district (Queensland province),,,No,No,No,,,Kph,,,,2003,12,9,2003,12,9,,,300,,300,,,,,,,58.64355298,"[{""adm2_code"":154666,""adm2_name"":""Gladstone (R)""}]","[{""gid_2"":""AUS.7.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gladstone""}]",2003-12-22,2025-12-20
2003-0587-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Darebin, Manningham districts (Victoria province)",Heavy rains,,No,No,No,,,Km2,,,,2003,12,2,2003,12,2,,,50,,50,,,,,75000,127891,58.64355298,"[{""adm2_code"":5370,""adm2_name"":""Darebin (C)""},{""adm2_code"":5393,""adm2_name"":""Manningham (C)""}]","[{""gid_2"":""AUS.10.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Darebin""},{""gid_2"":""AUS.10.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Manningham""}]",2003-12-03,2025-12-20
2003-0560-AUS,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,Hailstorm,AUS,Australia,Australia and New Zealand,Oceania,Sydney district (New South Wales province),,Flood,No,No,No,,,Kph,,,,2003,10,24,2003,10,24,,,1500,,1500,,,,,,,58.64355298,"[{""adm2_code"":154637,""adm2_name"":""Sydney (C)""}]","[{""gid_2"":""AUS.5.122_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sydney""}]",2003-11-24,2025-12-20
2003-0292-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Gosford, Wyong, Wollongong districts (New South Wales province)",Brief torrential rains,,No,No,Yes,,5265,Km2,,,"Worona, Cooks",2003,5,13,2003,5,18,,,300,,300,,,,,,,58.64355298,"[{""adm2_code"":5004,""adm2_name"":""Gosford (C)""},{""adm2_code"":5113,""adm2_name"":""Wollongong (C)""},{""adm2_code"":5115,""adm2_name"":""Wyong (A)""}]","[{""gid_2"":""AUS.5.149_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wollongong""},{""gid_2"":""AUS.5.151_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wyong""},{""gid_2"":""AUS.5.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gosford""}]",2004-01-22,2025-12-20
2003-0079-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Stanwell, Gracemere, Mount Morgan villages (Rockhampton district, Queensland province), Wowan, Baralaba, Moura villages (Banana district, Queensland province), Agnes Water, Makowata villages (Gladstone district, Queensland province), Blackall Tambo district (Queensland province)","Cyclone Beni, heavy rains",,No,No,Yes,,36500,Km2,,,,2003,2,5,2003,2,12,1,,20,,20,,,,,2000,3410,58.64355298,"[{""adm2_code"":154651,""adm2_name"":""Banana (S)""},{""adm2_code"":154653,""adm2_name"":""Blackall Tambo (R)""},{""adm2_code"":154666,""adm2_name"":""Gladstone (R)""},{""adm2_code"":154688,""adm2_name"":""Rockhampton (R)""}]","[{""gid_2"":""AUS.7.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gladstone""},{""gid_2"":""AUS.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Banana""},{""gid_2"":""AUS.7.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rockhampton""},{""gid_2"":""AUS.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Blackall Tambo""}]",2004-01-20,2025-12-20
2002-0798-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Port Stephens, Greater Taree districts (New South Wales province)",,,No,No,No,,,Kph,,,,2002,12,5,2002,12,5,,,120,9,129,,,,,,,57.34184015,"[{""adm2_code"":5009,""adm2_name"":""Greater Taree (C)""},{""adm2_code"":5070,""adm2_name"":""Port Stephens (A)""}]","[{""gid_2"":""AUS.5.110_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Stephens""},{""gid_2"":""AUS.5.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Greater Taree""}]",2003-07-01,2025-12-20
2009-0615-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",Hevay rains and two cylones Ellie and Charlotte,,No,No,No,,,Km2,,,,2009,1,13,2009,2,25,7,,9000,,9000,,,12000,17546,150000,219325,68.39164268,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2010-03-04,2025-12-20
2000-0750-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Bingara, Yallaroi villages (Gwydir district, New South Wales province), Coonebarabran village (Warrumbungle Shire district, New South Wales province), Berrigan, Corowa Shire, Deniliquin, Murray districts (New South Wales province)",,,No,No,No,,112000,Km2,,,"Peel, Namoi, Murray, Edward, Gwydir, Belubula, Castlereagh, Macquarie, Macintyre, Barwon, Bulloo, Ward rivers",2000,11,17,2000,12,2,,,600,,600,,,,,265000,482738,54.89515197,"[{""adm2_code"":4954,""adm2_name"":""Berrigan (A)""},{""adm2_code"":4992,""adm2_name"":""Deniliquin (A)""},{""adm2_code"":5051,""adm2_name"":""Murray (A)""},{""adm2_code"":154623,""adm2_name"":""Corowa Shire (A)""},{""adm2_code"":154628,""adm2_name"":""Gwydir (A)""},{""adm2_code"":154642,""adm2_name"":""Warrumbungle Shire (A)""}]","[{""gid_2"":""AUS.5.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Berrigan""},{""gid_2"":""AUS.5.141_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Warrumbungle""},{""gid_2"":""AUS.5.41_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Corowa""},{""gid_2"":""AUS.5.43_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Deniliquin""},{""gid_2"":""AUS.5.61_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gwydir""},{""gid_2"":""AUS.5.93_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Murray""}]",2006-02-23,2025-12-20
2009-0616-AUS,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, New South wales (South), Tasmania (Northern) provinces",,,No,No,No,,48.8,°C,,,,2009,1,27,2009,2,8,347,2000,,,2000,,,,,,,68.39164268,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":475,""adm1_name"":""Tasmania""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tasmania""}]",2010-03-07,2025-12-20
