DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2002-0765-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Sydney (Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) districts, New South Wales province)",,,No,No,No,,,Km2,,,,2002,10,8,2002,12,6,2,4,,240,244,,,,,50000,87196,57.34184015,"[{""adm2_code"":4944,""adm2_name"":""Ashfield (A)""},{""adm2_code"":4945,""adm2_name"":""Auburn (C)""},{""adm2_code"":4948,""adm2_name"":""Bankstown (C)""},{""adm2_code"":4963,""adm2_name"":""Botany Bay (C)""},{""adm2_code"":4967,""adm2_name"":""Burwood (A)""},{""adm2_code"":4972,""adm2_name"":""Canterbury (C)""},{""adm2_code"":5020,""adm2_name"":""Holroyd (C)""},{""adm2_code"":5023,""adm2_name"":""Hunters Hill (A)""},{""adm2_code"":5024,""adm2_name"":""Hurstville (C)""},{""adm2_code"":5030,""adm2_name"":""Kogarah (C)""},{""adm2_code"":5031,""adm2_name"":""Ku-ring-gai (A)""},{""adm2_code"":5035,""adm2_name"":""Lane Cove (A)""},{""adm2_code"":5044,""adm2_name"":""Manly (A)""},{""adm2_code"":5045,""adm2_name"":""Marrickville (A)""},{""adm2_code"":5048,""adm2_name"":""Mosman (A)""},{""adm2_code"":5060,""adm2_name"":""North Sydney (A)""},{""adm2_code"":5066,""adm2_name"":""Parramatta (C)""},{""adm2_code"":5069,""adm2_name"":""Pittwater (A)""},{""adm2_code"":5073,""adm2_name"":""Randwick (C)""},{""adm2_code"":5075,""adm2_name"":""Rockdale (C)""},{""adm2_code"":5076,""adm2_name"":""Ryde (C)""},{""adm2_code"":5085,""adm2_name"":""Strathfield (A)""},{""adm2_code"":5086,""adm2_name"":""Sutherland Shire (A)""},{""adm2_code"":5104,""adm2_name"":""Warringah (A)""},{""adm2_code"":5105,""adm2_name"":""Waverley (A)""},{""adm2_code"":5109,""adm2_name"":""Willoughby (C)""},{""adm2_code"":5114,""adm2_name"":""Woollahra (A)""},{""adm2_code"":143252,""adm2_name"":""Canada Bay (A)""},{""adm2_code"":154629,""adm2_name"":""Leichhardt (A)""},{""adm2_code"":154637,""adm2_name"":""Sydney (C)""}]","[{""gid_2"":""AUS.5.101_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""North Sydney""},{""gid_2"":""AUS.5.106_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Parramatta""},{""gid_2"":""AUS.5.108_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pittwater""},{""gid_2"":""AUS.5.112_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Randwick""},{""gid_2"":""AUS.5.114_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rockdale""},{""gid_2"":""AUS.5.115_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ryde""},{""gid_2"":""AUS.5.120_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Strathfield""},{""gid_2"":""AUS.5.121_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sutherland""},{""gid_2"":""AUS.5.122_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sydney""},{""gid_2"":""AUS.5.140_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Warringah""},{""gid_2"":""AUS.5.142_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Waverley""},{""gid_2"":""AUS.5.146_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Willoughby""},{""gid_2"":""AUS.5.150_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Woollahra""},{""gid_2"":""AUS.5.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Botany Bay""},{""gid_2"":""AUS.5.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Burwood""},{""gid_2"":""AUS.5.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Canada Bay""},{""gid_2"":""AUS.5.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Canterbury""},{""gid_2"":""AUS.5.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ashfield""},{""gid_2"":""AUS.5.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Auburn""},{""gid_2"":""AUS.5.65_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Holroyd""},{""gid_2"":""AUS.5.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hunters Hill""},{""gid_2"":""AUS.5.68_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hurstville""},{""gid_2"":""AUS.5.74_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kogarah""},{""gid_2"":""AUS.5.75_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ku-ring-gai""},{""gid_2"":""AUS.5.79_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lane Cove""},{""gid_2"":""AUS.5.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bankstown""},{""gid_2"":""AUS.5.81_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Leichhardt""},{""gid_2"":""AUS.5.88_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Manly""},{""gid_2"":""AUS.5.89_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Marrickville""},{""gid_2"":""AUS.5.92_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mosman""}]",2005-12-01,2025-12-20
2003-0066-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales province,,,No,No,No,,100,Kph,,,,2003,1,9,2003,1,9,1,,,,,,,,,,,58.64355298,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2003-09-02,2025-12-20
2004-0662-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Eidsvold village (North Burnett district, Queensland province), Wee Waa village (Narrabri district, New South Wales province), Weemelah, Mungindi villages (Moree Plains district, New South Wales province), Mullumbimby, Billinudgel villages (Byron district, New South Wales province), Orange New South Wales",Heavy rain,,No,No,No,,80550,Km2,,,Tributaries of Darling river,2004,12,8,2004,12,22,3,,120,,120,,,,,15000,24911,60.21357973,"[{""adm2_code"":4968,""adm2_name"":""Byron (A)""},{""adm2_code"":5047,""adm2_name"":""Moree Plains (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":5064,""adm2_name"":""Orange (C)""},{""adm2_code"":154684,""adm2_name"":""North Burnett (R)""}]","[{""gid_2"":""AUS.5.103_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Orange""},{""gid_2"":""AUS.5.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Byron""},{""gid_2"":""AUS.5.91_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moree Plains""},{""gid_2"":""AUS.5.97_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Narrabri""},{""gid_2"":""AUS.7.49_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""North Burnett""}]",2005-01-03,2025-12-20
2004-0674-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, Queensland provinces",,Hail|Rain,No,No,No,,,Kph,,,,2004,1,24,2004,1,31,1,,,,,,,30000,49823,50000,83038,60.21357973,"[{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2005-02-11,2025-12-20
2006-0155-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Glenda,AUS,Australia,Australia and New Zealand,Oceania,"Exmouth, Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",,Rain,No,No,No,,235,Kph,-25.68,115.13,,2006,3,30,2006,4,5,,,500,,500,,,,,,,64.26483222,"[{""adm2_code"":5435,""adm2_name"":""Ashburton (S)""},{""adm2_code"":5478,""adm2_name"":""East Pilbara (S)""},{""adm2_code"":5480,""adm2_name"":""Exmouth (S)""},{""adm2_code"":5536,""adm2_name"":""Port Hedland (T)""},{""adm2_code"":5540,""adm2_name"":""Roebourne (S)""}]","[{""gid_2"":""AUS.11.104_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Hedland""},{""gid_2"":""AUS.11.108_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Roebourne""},{""gid_2"":""AUS.11.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ashburton""},{""gid_2"":""AUS.11.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""East Pilbara""},{""gid_2"":""AUS.11.48_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Exmouth""}]",2007-01-04,2025-12-20
2006-9554-AUS,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,NO DATA: all country has been selected,,,No,No,No,,,Km2,,,,2006,10,,2006,,,,,,,,,,,,,,64.26483222,"[{""adm1_code"":468,""adm1_name"":""Australian Capital Territory""},{""adm1_code"":469,""adm1_name"":""Coral Sea Islands Territory""},{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":471,""adm1_name"":""Northern Territory""},{""adm1_code"":472,""adm1_name"":""Other Territories""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":474,""adm1_name"":""South Australia""},{""adm1_code"":475,""adm1_name"":""Tasmania""},{""adm1_code"":476,""adm1_name"":""Victoria""},{""adm1_code"":477,""adm1_name"":""Western Australia""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Western Australia""},{""gid_1"":""AUS.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Australian Capital Territory""},{""gid_1"":""AUS.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jervis Bay Territory""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Northern Territory""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""},{""gid_1"":""AUS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""South Australia""},{""gid_1"":""AUS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tasmania""}]",2006-10-16,2025-12-20
2007-0160-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Gosford, Dungog, Newcastle, Wyong, Port Stephens, Maitland, Cessnock districts (New South Wales province)",Storms and heavy rains,"Rain|Slide (land, mud, snow, rock)",No,No,Yes,,11380,Km2,-32.87,151.38,,2007,6,8,2007,6,12,9,,5000,,5000,,,680000,1028774,1300000,1966774,66.09810297,"[{""adm2_code"":4976,""adm2_name"":""Cessnock (C)""},{""adm2_code"":4996,""adm2_name"":""Dungog (A)""},{""adm2_code"":5004,""adm2_name"":""Gosford (C)""},{""adm2_code"":5042,""adm2_name"":""Maitland (C)""},{""adm2_code"":5059,""adm2_name"":""Newcastle (C)""},{""adm2_code"":5070,""adm2_name"":""Port Stephens (A)""},{""adm2_code"":5115,""adm2_name"":""Wyong (A)""}]","[{""gid_2"":""AUS.5.100_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Newcastle""},{""gid_2"":""AUS.5.110_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Stephens""},{""gid_2"":""AUS.5.151_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wyong""},{""gid_2"":""AUS.5.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cessnock""},{""gid_2"":""AUS.5.45_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dungog""},{""gid_2"":""AUS.5.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gosford""},{""gid_2"":""AUS.5.87_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Maitland""}]",2008-04-17,2025-12-20
2010-0120-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2010-000060,"Cyclone ""Ului""",AUS,Australia,Australia and New Zealand,Oceania,"Mackay, Whitsunday districts (Queensland province)",,,No,No,No,,200,Kph,,,,2010,3,21,2010,3,21,1,,,,,,,,,,,69.51329329,"[{""adm2_code"":154679,""adm2_name"":""Mackay (R)""},{""adm2_code"":154701,""adm2_name"":""Whitsunday (R)""}]","[{""gid_2"":""AUS.7.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mackay""},{""gid_2"":""AUS.7.70_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Whitsunday""}]",2010-03-29,2025-12-20
2010-0465-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Alpine, Ballarat, Banyule, Baw Baw, Darebin, East Gippsland, Greater Shepparton, Hepburn, Hume, Latrobe, Mansfield, Moonee Valley, Moreland, Nillumbik, South Gippsland, Strathbogie, Wangaratta, Wellington, Whittlesea districts (Victoria province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,7093,Km2,-38.07,143.32,,2010,9,1,2010,9,15,,,10000,,10000,,,,,,,69.51329329,"[{""adm2_code"":5356,""adm2_name"":""Ballarat (C)""},{""adm2_code"":5357,""adm2_name"":""Banyule (C)""},{""adm2_code"":5370,""adm2_name"":""Darebin (C)""},{""adm2_code"":5372,""adm2_name"":""East Gippsland (S)""},{""adm2_code"":5381,""adm2_name"":""Greater Shepparton (C)""},{""adm2_code"":5382,""adm2_name"":""Hepburn (S)""},{""adm2_code"":5386,""adm2_name"":""Hume (C)""},{""adm2_code"":5390,""adm2_name"":""Latrobe (C)""},{""adm2_code"":5402,""adm2_name"":""Moonee Valley (C)""},{""adm2_code"":5404,""adm2_name"":""Moreland (C)""},{""adm2_code"":5409,""adm2_name"":""Nillumbik (S)""},{""adm2_code"":5414,""adm2_name"":""South Gippsland (S)""},{""adm2_code"":5417,""adm2_name"":""Strathbogie (S)""},{""adm2_code"":5422,""adm2_name"":""Wangaratta (RC)""},{""adm2_code"":5424,""adm2_name"":""Wellington (S)""},{""adm2_code"":5427,""adm2_name"":""Whittlesea (C)""},{""adm2_code"":154644,""adm2_name"":""Alpine (S)""},{""adm2_code"":154645,""adm2_name"":""Baw Baw (S)""},{""adm2_code"":154647,""adm2_name"":""Mansfield (S)""}]","[{""gid_2"":""AUS.10.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Darebin""},{""gid_2"":""AUS.10.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""East Gippsland""},{""gid_2"":""AUS.10.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Alpine""},{""gid_2"":""AUS.10.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Greater Shepparton""},{""gid_2"":""AUS.10.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hepburn""},{""gid_2"":""AUS.10.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hume""},{""gid_2"":""AUS.10.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Latrobe""},{""gid_2"":""AUS.10.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ballarat""},{""gid_2"":""AUS.10.41_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mansfield""},{""gid_2"":""AUS.10.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Banyule""},{""gid_2"":""AUS.10.50_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moonee Valley""},{""gid_2"":""AUS.10.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moreland""},{""gid_2"":""AUS.10.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nillumbik""},{""gid_2"":""AUS.10.62_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""South Gippsland""},{""gid_2"":""AUS.10.65_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Strathbogie""},{""gid_2"":""AUS.10.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Baw Baw""},{""gid_2"":""AUS.10.70_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wangaratta""},{""gid_2"":""AUS.10.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wellington""},{""gid_2"":""AUS.10.75_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Whittlesea""}]",2011-01-05,2025-12-20
2011-0640-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Margaret river city (Augusta-Margaret River (S) district, Western Australia province)",,,No,No,No,,,Km2,,,,2011,8,23,2011,8,24,,,120,,120,,,,,54000,75306,71.70772361,"[{""adm2_code"":5436,""adm2_name"":""Augusta-Margaret River (S)""}]","[{""gid_2"":""AUS.11.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Augusta-Margaret River""}]",2012-04-05,2025-12-20
2014-0010-AUS,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,"Western Australia, Victoria provinces",,,No,No,No,,52,°C,,,,2014,1,13,2014,1,18,139,,,,,,,,,,,75.46845568,"[{""adm1_code"":476,""adm1_name"":""Victoria""},{""adm1_code"":477,""adm1_name"":""Western Australia""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Western Australia""}]",2014-01-16,2025-12-20
2015-0053-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Lam,AUS,Australia,Australia and New Zealand,Oceania,"Northern Territory, Western Australia provinces",,,No,No,Yes,,185,Kph,,,,2015,2,20,2015,2,20,,,390,48,438,,,,,78000,103232,75.55797677,"[{""adm1_code"":471,""adm1_name"":""Northern Territory""},{""adm1_code"":477,""adm1_name"":""Western Australia""}]","[{""gid_1"":""AUS.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Western Australia""},{""gid_1"":""AUS.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Northern Territory""}]",2015-02-25,2025-12-20
2016-0014-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Yarloop busfires,AUS,Australia,Australia and New Zealand,Oceania,"Yarloop, Cookernup areas (Harvey (S) district, Western Australia province), Hamel, Waroona areas (Waroona (S) district, Western Australia province)",Lighthning,,No,No,Yes,,,Km2,,,,2016,1,5,2016,1,10,2,,,540,540,,,50000,65350,110000,143770,76.5112162,"[{""adm2_code"":5489,""adm2_name"":""Harvey (S)""},{""adm2_code"":5560,""adm2_name"":""Waroona (S)""}]","[{""gid_2"":""AUS.11.128_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Waroona""},{""gid_2"":""AUS.11.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Harvey""}]",2016-02-02,2025-12-20
2020-0019-AUS,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales , Victoria States",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2020,1,19,2020,1,21,,,,,,,,1000000,1212038,1500000,1818057,82.50568385,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2020-01-22,2025-12-20
2002-0637-AUS,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales province,,,No,No,No,,120,Kph,,,,2002,9,19,2002,9,19,,,,,,,,,,,,57.34184015,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2003-07-01,2025-12-20
2002-9611-AUS,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,AUS,Australia,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",El Nino,Wildfire,No,No,No,,,Km2,,,,2002,4,,2002,11,,,,,,,,,,,2000000,3487855,57.34184015,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2006-03-08,2025-12-20
2003-0109-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Clarence Valley, Coffs Harbour, Kempsey, Gwydir, Tamworth Regional, Narrabri, Uralla, Moree Plains districts (New South Wales province)",Heavy rains,,No,No,No,,57420,Km2,,,"Mudgee, Talworth, Northern rivers",2003,2,21,2003,2,24,,,100,,100,,,,,,,58.64355298,"[{""adm2_code"":5028,""adm2_name"":""Kempsey (A)""},{""adm2_code"":5047,""adm2_name"":""Moree Plains (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":154617,""adm2_name"":""Clarence Valley (A)""},{""adm2_code"":154620,""adm2_name"":""Coffs Harbour (C)""},{""adm2_code"":154628,""adm2_name"":""Gwydir (A)""},{""adm2_code"":154631,""adm2_name"":""Liverpool Plains (A)""},{""adm2_code"":154638,""adm2_name"":""Tamworth Regional (A)""}]","[{""gid_2"":""AUS.5.123_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tamworth Regional""},{""gid_2"":""AUS.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Clarence Valley""},{""gid_2"":""AUS.5.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Coffs Harbour""},{""gid_2"":""AUS.5.61_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gwydir""},{""gid_2"":""AUS.5.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kempsey""},{""gid_2"":""AUS.5.85_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Liverpool Plains""},{""gid_2"":""AUS.5.91_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moree Plains""},{""gid_2"":""AUS.5.97_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Narrabri""}]",2004-02-27,2025-12-20
